segment_id,street,direction,length,observed_speed,predicted_speed,travel_time_minutes,estimated_co2,distance_score,time_score,emission_score,distance_focused_score,balanced_score,sustainability_focused_score
134,Ashland,SB,0.5,25.0,25.1,1.2,104.6,0.3506,0.0973,0.3177,0.2714,0.2536,0.2549
135,Ashland,SB,0.5,35.0,25.1,1.2,104.6,0.3506,0.0973,0.3177,0.2714,0.2536,0.2549
136,Ashland,SB,0.5,31.0,25.6,1.17,104.6,0.3506,0.0933,0.3177,0.2701,0.2523,0.2536
137,Ashland,SB,1.0,31.0,26.3,2.28,209.2,1.0,0.2708,0.9059,0.7718,0.721,0.7248
138,Ashland,SB,0.5,24.0,24.9,1.2,104.6,0.3506,0.0986,0.3177,0.2717,0.2541,0.2552
139,Ashland,SB,0.5,25.0,25.2,1.19,104.6,0.3506,0.0967,0.3177,0.2712,0.2534,0.2547
140,Ashland,SB,0.5,25.0,23.7,1.27,104.6,0.3506,0.1085,0.3177,0.2747,0.2574,0.2582
141,Ashland,SB,0.5,21.0,24.0,1.25,104.6,0.3506,0.1061,0.3177,0.274,0.2566,0.2575
145,Ashland,SB,0.5,25.0,24.8,1.21,104.6,0.3506,0.0993,0.3177,0.272,0.2543,0.2555
146,Ashland,SB,0.5,20.0,25.4,1.18,104.6,0.3506,0.0946,0.3177,0.2705,0.2527,0.254
147,Ashland,SB,0.5,24.0,24.8,1.21,104.6,0.3506,0.0993,0.3177,0.272,0.2543,0.2555
148,Ashland,SB,1.0,28.0,25.9,2.32,209.2,1.0,0.2767,0.9059,0.7736,0.723,0.7265
150,Ashland,SB,0.6,29.0,22.9,1.57,125.5,0.4805,0.1577,0.4353,0.3792,0.3558,0.3565
151,Ashland,SB,0.5,28.0,24.2,1.24,104.6,0.3506,0.1038,0.3177,0.2733,0.2558,0.2568
152,Ashland,SB,0.6,20.0,22.2,1.62,125.5,0.4805,0.1651,0.4353,0.3814,0.3583,0.3588
156,Ashland,SB,0.45,23.0,23.4,1.15,94.2,0.2857,0.0902,0.2588,0.2244,0.2104,0.2109
157,Ashland,SB,0.55,27.0,22.9,1.44,115.1,0.4156,0.1365,0.3765,0.328,0.3078,0.3084
158,Ashland,SB,0.45,29.0,22.0,1.23,94.2,0.2857,0.102,0.2588,0.2279,0.2144,0.2145
159,Ashland,SB,0.5,31.0,22.7,1.32,104.6,0.3506,0.1177,0.3177,0.2775,0.2606,0.261
160,Ashland,SB,0.5,28.0,22.7,1.32,104.6,0.3506,0.1177,0.3177,0.2775,0.2606,0.261
161,Ashland,SB,0.5,23.0,24.7,1.21,104.6,0.3506,0.1001,0.3177,0.2722,0.2546,0.2557
169,55th,WB,0.46,28.0,23.0,1.2,96.2,0.2987,0.098,0.2706,0.2357,0.2212,0.2216
170,55th,WB,0.5,28.0,23.4,1.28,104.6,0.3506,0.1112,0.3177,0.2755,0.2583,0.259
171,55th,WB,0.5,29.0,23.4,1.28,104.6,0.3506,0.1112,0.3177,0.2755,0.2583,0.259
172,55th,WB,0.5,26.0,23.1,1.3,104.6,0.3506,0.1134,0.3177,0.2762,0.2591,0.2597
183,87th,EB,0.5,33.0,22.1,1.36,104.6,0.3506,0.1235,0.3177,0.2792,0.2625,0.2627
184,87th,EB,0.49,30.0,24.9,1.18,102.5,0.3377,0.0948,0.3059,0.2616,0.2446,0.2457
185,87th,EB,0.5,34.0,24.2,1.24,104.6,0.3506,0.1043,0.3177,0.2735,0.256,0.257
186,North,EB,0.51,25.0,24.2,1.27,106.7,0.3636,0.1083,0.3294,0.2836,0.2655,0.2665
187,North,EB,0.49,22.0,24.2,1.21,102.5,0.3377,0.1002,0.3059,0.2632,0.2464,0.2473
188,North,EB,0.5,23.0,24.1,1.24,104.6,0.3506,0.1051,0.3177,0.2737,0.2563,0.2572
200,North,WB,0.51,27.0,20.8,1.47,106.7,0.3636,0.1412,0.3294,0.2935,0.2767,0.2764
201,North,WB,0.5,27.0,22.3,1.34,104.6,0.3506,0.1208,0.3177,0.2784,0.2616,0.2619
202,North,WB,0.5,27.0,22.5,1.34,104.6,0.3506,0.1195,0.3177,0.278,0.2612,0.2615
203,North,WB,0.51,18.0,21.9,1.4,106.7,0.3636,0.1293,0.3294,0.2899,0.2727,0.2728
204,North,WB,0.49,24.0,25.9,1.14,102.5,0.3377,0.0878,0.3059,0.2595,0.2422,0.2436
208,North,WB,0.5,23.0,19.6,1.53,104.6,0.3506,0.1506,0.3177,0.2873,0.2717,0.2708
2,55th,EB,0.5,27.0,28.2,1.06,104.6,0.3506,0.0762,0.3177,0.265,0.2464,0.2485
3,55th,EB,0.5,26.0,28.1,1.07,104.6,0.3506,0.0765,0.3177,0.2651,0.2466,0.2486
4,55th,EB,0.5,25.0,27.2,1.1,104.6,0.3506,0.0822,0.3177,0.2668,0.2485,0.2503
5,Garfield,EB,0.5,29.0,28.6,1.05,104.6,0.3506,0.0739,0.3177,0.2643,0.2457,0.2478
6,Garfield,EB,0.5,27.0,28.6,1.05,104.6,0.3506,0.0739,0.3177,0.2643,0.2457,0.2478
9,Garfield,EB,0.72,12.0,19.5,2.22,150.6,0.6364,0.26,0.5764,0.5175,0.4886,0.4875
10,Garfield,EB,0.27,27.0,26.7,0.61,56.5,0.0519,0.0032,0.0471,0.0368,0.0338,0.0344
11,Garfield,EB,0.5,21.0,24.9,1.21,104.6,0.3506,0.0987,0.3177,0.2718,0.2541,0.2553
12,Archer,WB,0.5,28.0,29.8,1.01,104.6,0.3506,0.0669,0.3177,0.2622,0.2433,0.2457
13,Archer,WB,0.5,28.0,29.8,1.01,104.6,0.3506,0.0669,0.3177,0.2622,0.2433,0.2457
14,55th,WB,0.5,27.0,29.4,1.02,104.6,0.3506,0.0695,0.3177,0.263,0.2442,0.2465
37,Pulaski,NB,0.5,30.0,27.9,1.08,104.6,0.3506,0.078,0.3177,0.2655,0.2471,0.2491
38,Pulaski,NB,0.5,31.0,27.9,1.08,104.6,0.3506,0.078,0.3177,0.2655,0.2471,0.2491
39,Pulaski,NB,0.5,27.0,25.5,1.17,104.6,0.3506,0.0939,0.3177,0.2703,0.2525,0.2538
40,Pulaski,NB,0.5,24.0,27.6,1.09,104.6,0.3506,0.0801,0.3177,0.2662,0.2478,0.2497
41,Pulaski,NB,0.62,21.0,24.7,1.5,129.7,0.5065,0.1464,0.4588,0.3937,0.3683,0.3698
42,Pulaski,NB,0.46,16.0,23.7,1.16,96.2,0.2987,0.0922,0.2706,0.2339,0.2192,0.2199
44,Pulaski,NB,0.68,29.0,25.3,1.61,142.3,0.5844,0.1635,0.5294,0.4526,0.4232,0.4252
45,Pulaski,NB,0.5,25.0,25.6,1.17,104.6,0.3506,0.0936,0.3177,0.2702,0.2524,0.2537
46,Pulaski,NB,0.24,21.0,22.9,0.63,50.2,0.013,0.0066,0.0118,0.0109,0.0104,0.0103
47,Pulaski,NB,0.5,29.0,24.5,1.22,104.6,0.3506,0.1016,0.3177,0.2726,0.2551,0.2562
48,Pulaski,NB,0.5,21.0,26.9,1.12,104.6,0.3506,0.0845,0.3177,0.2675,0.2493,0.251
49,Pulaski,NB,0.5,25.0,26.9,1.11,104.6,0.3506,0.0841,0.3177,0.2674,0.2491,0.2509
50,Pulaski,NB,0.5,28.0,25.0,1.2,104.6,0.3506,0.0978,0.3177,0.2715,0.2538,0.255
52,Pulaski,NB,0.85,23.0,27.2,1.87,177.8,0.8052,0.2051,0.7294,0.6176,0.5762,0.5797
53,Pulaski,NB,0.4,27.0,26.4,0.91,83.7,0.2208,0.0516,0.2,0.1679,0.1564,0.1576
54,Pulaski,NB,0.6,24.0,23.8,1.51,125.5,0.4805,0.1478,0.4353,0.3762,0.3525,0.3536
55,Pulaski,NB,0.5,20.0,23.8,1.26,104.6,0.3506,0.1073,0.3177,0.2743,0.257,0.2578
209,North,WB,0.5,22.0,21.0,1.43,104.6,0.3506,0.134,0.3177,0.2824,0.2661,0.2659
210,North,WB,0.28,27.0,23.8,0.7,58.6,0.0649,0.0189,0.0588,0.0505,0.0473,0.0475
67,Pulaski,SB,1.0,32.0,27.6,2.18,209.2,1.0,0.2539,0.9059,0.7668,0.7153,0.7197
77,Pulaski,SB,0.5,28.0,25.8,1.16,104.6,0.3506,0.0921,0.3177,0.2698,0.2519,0.2533
78,Pulaski,SB,0.5,30.0,25.7,1.17,104.6,0.3506,0.0925,0.3177,0.2699,0.252,0.2534
82,Pulaski,SB,0.46,24.0,21.0,1.32,96.2,0.2987,0.1166,0.2706,0.2413,0.2275,0.2272
85,Pulaski,SB,0.5,14.0,23.4,1.28,104.6,0.3506,0.1114,0.3177,0.2756,0.2584,0.2591
89,Pulaski,SB,0.5,23.0,25.7,1.17,104.6,0.3506,0.0925,0.3177,0.2699,0.252,0.2534
90,Pulaski,SB,0.5,28.0,27.2,1.1,104.6,0.3506,0.0821,0.3177,0.2668,0.2485,0.2503
98,Ashland,NB,0.5,38.0,26.8,1.12,104.6,0.3506,0.0852,0.3177,0.2677,0.2495,0.2512
91,Pulaski,SB,0.65,28.0,25.6,1.53,136.0,0.5455,0.1499,0.4941,0.4217,0.394,0.396
92,Pulaski,SB,0.85,27.0,30.6,1.67,177.8,0.8052,0.1727,0.7294,0.6079,0.5651,0.57
99,Ashland,NB,0.5,31.0,26.8,1.12,104.6,0.3506,0.0853,0.3177,0.2677,0.2495,0.2512
100,Ashland,NB,0.5,31.0,24.4,1.23,104.6,0.3506,0.1023,0.3177,0.2729,0.2553,0.2564
101,Ashland,NB,0.5,36.0,26.9,1.12,104.6,0.3506,0.0847,0.3177,0.2676,0.2493,0.2511
102,Ashland,NB,1.0,30.0,28.1,2.14,209.2,1.0,0.2475,0.9059,0.7648,0.7131,0.7178
103,Ashland,NB,0.5,23.0,26.8,1.12,104.6,0.3506,0.0853,0.3177,0.2677,0.2495,0.2512
104,Ashland,NB,0.5,25.0,26.8,1.12,104.6,0.3506,0.085,0.3177,0.2677,0.2495,0.2512
105,Ashland,NB,0.5,27.0,24.4,1.23,104.6,0.3506,0.1023,0.3177,0.2729,0.2553,0.2564
106,Ashland,NB,0.5,19.0,26.5,1.13,104.6,0.3506,0.0871,0.3177,0.2683,0.2502,0.2518
110,Ashland,NB,0.5,29.0,27.6,1.09,104.6,0.3506,0.0799,0.3177,0.2661,0.2477,0.2496
111,Ashland,NB,0.5,34.0,25.2,1.19,104.6,0.3506,0.0962,0.3177,0.271,0.2533,0.2545
112,Ashland,NB,0.5,31.0,25.0,1.2,104.6,0.3506,0.0978,0.3177,0.2715,0.2538,0.255
113,Ashland,NB,1.0,31.0,27.5,2.18,209.2,1.0,0.2541,0.9059,0.7668,0.7153,0.7197
117,Ashland,NB,0.6,16.0,22.9,1.57,125.5,0.4805,0.1571,0.4353,0.379,0.3556,0.3564
118,Ashland,NB,0.53,25.0,25.0,1.27,110.9,0.3896,0.1095,0.3529,0.3019,0.2823,0.2836
119,Ashland,NB,0.35,16.0,23.6,0.89,73.2,0.1558,0.0485,0.1411,0.1222,0.1145,0.1148
120,Ashland,NB,0.55,18.0,25.0,1.32,115.1,0.4156,0.1172,0.3765,0.3222,0.3012,0.3026
